edition	version	module	symsrv_key	pdb_path
lod	1.09	Storm.dll	3B4B41D81	C:\Projects\Diablo2\Release\Storm.pdb
lod	1.09b	Bnclient.dll	3B900E8B1	C:\Projects\D2109r-pin\Diablo2\Release\Bnclient.pdb
lod	1.09b	D2CMP.dll	3B7C4E191	C:\Projects\Diablo2\Release\D2CMP.pdb
lod	1.09b	D2Client.dll	3B7C50761	C:\Projects\Diablo2\Release\D2Client.pdb
lod	1.09b	D2Common.dll	3B7C4EA31	C:\Projects\Diablo2\Release\D2Common.pdb
lod	1.09b	D2DDraw.dll	3B7C50891	C:\Projects\Diablo2\Release\D2DDraw.pdb
lod	1.09b	D2Direct3D.dll	3B7C50901	C:\Projects\Diablo2\Release\D2Direct3D.pdb
lod	1.09b	D2Game.dll	3B7C4F631	C:\Projects\Diablo2\Release\D2Game.pdb
lod	1.09b	D2Gdi.dll	3BFC51161	C:\Projects\Diablo2\Release\D2Gdi.pdb
lod	1.09b	D2Glide.dll	3BFC511D1	C:\Projects\Diablo2\Release\D2Glide.pdb
lod	1.09b	D2Lang.dll	3B7C4E1E1	C:\Projects\Diablo2\Release\D2Lang.pdb
lod	1.09b	D2Launch.dll	3B7C50AB1	C:\Projects\Diablo2\Release\D2Launch.pdb
lod	1.09b	D2MCPClient.dll	7B7C8F751	C:\Projects\Diablo2\Release\D2MCPClient.pdb
lod	1.09b	D2Multi.dll	3B7C50B61	C:\Projects\Diablo2\Release\D2Multi.pdb
lod	1.09b	D2Net.dll	7B7C8ED31	C:\Projects\Diablo2\Release\D2Net.pdb
lod	1.09b	D2Sound.dll	3BFC4FF91	C:\Projects\Diablo2\Release\D2Sound.pdb
lod	1.09b	D2Win.dll	3B7C4F8D1	C:\Projects\Diablo2\Release\D2Win.pdb
lod	1.09b	D2gfx.dll	3B7C4F711	C:\Projects\Diablo2\Release\D2gfx.pdb
lod	1.09b	Fog.dll	3B7C4E0F1	C:\Projects\Diablo2\Release\Fog.pdb
lod	1.09b	Storm.dll	3B4B41D81	C:\Projects\Diablo2\Release\Storm.pdb
lod	1.09d	Bnclient.dll	3C06FD111	C:\Src\Diablo2\Release\Bnclient.pdb
lod	1.09d	D2CMP.dll	3C06FCEC1	C:\Src\Diablo2\Release\D2CMP.pdb
lod	1.09d	D2Client.dll	3C0700B01	C:\Src\Diablo2\Release\D2Client.pdb
lod	1.09d	D2Common.dll	3C06FDCC1	C:\Src\Diablo2\Release\D2Common.pdb
lod	1.09d	D2DDraw.dll	3C0700E71	C:\Src\Diablo2\Release\D2DDraw.pdb
lod	1.09d	D2Direct3D.dll	3C0700F91	C:\Src\Diablo2\Release\D2Direct3D.pdb
lod	1.09d	D2Game.dll	3C06FED81	C:\Src\Diablo2\Release\D2Game.pdb
lod	1.09d	D2Gdi.dll	3C07010A1	C:\Src\Diablo2\Release\D2Gdi.pdb
lod	1.09d	D2Glide.dll	3C07011E1	C:\Src\Diablo2\Release\D2Glide.pdb
lod	1.09d	D2Lang.dll	3C06FCF91	C:\Src\Diablo2\Release\D2Lang.pdb
lod	1.09d	D2Launch.dll	3C0701401	C:\Src\Diablo2\Release\D2Launch.pdb
lod	1.09d	D2MCPClient.dll	3C06FEFD1	C:\Src\Diablo2\Release\D2MCPClient.pdb
lod	1.09d	D2Multi.dll	3C0701581	C:\Src\Diablo2\Release\D2Multi.pdb
lod	1.09d	D2Sound.dll	3C06FF091	C:\Src\Diablo2\Release\D2Sound.pdb
lod	1.09d	D2Win.dll	3C06FF321	C:\Src\Diablo2\Release\D2Win.pdb
lod	1.09d	D2gfx.dll	3C06FEF41	C:\Src\Diablo2\Release\D2gfx.pdb
lod	1.09d	Fog.dll	3C06FCD31	C:\Src\Diablo2\Release\Fog.pdb
lod	1.09d	Storm.dll	3B8AB1CE1	C:\Projects\Diablo2\Release\Storm.pdb
lod	1.10b_Beta_1	Bnclient.dll	3F04742C1	C:\Src\Diablo2\Release\Bnclient.pdb
lod	1.10b_Beta_1	D2CMP.dll	3F0472CE1	C:\Src\Diablo2\Release\D2CMP.pdb
lod	1.10b_Beta_1	D2Client.dll	3F0473FC1	C:\Src\Diablo2\Release\D2Client.pdb
lod	1.10b_Beta_1	D2Common.dll	3F0473061	C:\Src\Diablo2\Release\D2Common.pdb
lod	1.10b_Beta_1	D2DDraw.dll	3F04741A1	C:\Src\Diablo2\Release\D2DDraw.pdb
lod	1.10b_Beta_1	D2Direct3D.dll	3F04741E1	C:\Src\Diablo2\Release\D2Direct3D.pdb
lod	1.10b_Beta_1	D2Game.dll	3F0473651	C:\Src\Diablo2\Release\D2Game.pdb
lod	1.10b_Beta_1	D2Gdi.dll	3F0474221	C:\Src\Diablo2\Release\D2Gdi.pdb
lod	1.10b_Beta_1	D2Glide.dll	3F0474261	C:\Src\Diablo2\Release\D2Glide.pdb
lod	1.10b_Beta_1	D2Lang.dll	3F0472D21	C:\Src\Diablo2\Release\D2Lang.pdb
lod	1.10b_Beta_1	D2Launch.dll	3F0474351	C:\Src\Diablo2\Release\D2Launch.pdb
lod	1.10b_Beta_1	D2MCPClient.dll	3F0473741	C:\Src\Diablo2\Release\D2MCPClient.pdb
lod	1.10b_Beta_1	D2Multi.dll	3F04743B1	C:\Src\Diablo2\Release\D2Multi.pdb
lod	1.10b_Beta_1	D2Net.dll	3F0473131	C:\Src\Diablo2\Release\D2Net.pdb
lod	1.10b_Beta_1	D2Sound.dll	3F0473771	C:\Src\Diablo2\Release\D2Sound.pdb
lod	1.10b_Beta_1	D2Win.dll	3F0473821	C:\Src\Diablo2\Release\D2Win.pdb
lod	1.10b_Beta_1	D2gfx.dll	3F0473721	C:\Src\Diablo2\Release\D2gfx.pdb
lod	1.10b_Beta_1	Fog.dll	3F0472C71	C:\Src\Diablo2\Release\Fog.pdb
lod	1.10b_Beta_1	Storm.dll	3F0472BC1	C:\Src\Diablo2\Release\Storm.pdb
lod	1.10f	Bnclient.dll	3F8A5F461	C:\projects\D2\head\Diablo2\Release\Bnclient.pdb
lod	1.10f	D2CMP.dll	3F8767892	C:\projects\D2\head\Diablo2\Release\D2CMP.pdb
lod	1.10f	D2Client.dll	3F7CB8BE1	C:\projects\D2\head\Diablo2\Release\D2Client.pdb
lod	1.10f	D2Common.dll	3F7CB6CB1	C:\projects\D2\head\Diablo2\Release\D2Common.pdb
lod	1.10f	D2DDraw.dll	3F7CB8D91	C:\projects\D2\head\Diablo2\Release\D2DDraw.pdb
lod	1.10f	D2Direct3D.dll	3F7CB8E31	C:\projects\D2\head\Diablo2\Release\D2Direct3D.pdb
lod	1.10f	D2Game.dll	3F7CB7901	C:\projects\D2\head\Diablo2\Release\D2Game.pdb
lod	1.10f	D2Gdi.dll	3F7CB8EA1	C:\projects\D2\head\Diablo2\Release\D2Gdi.pdb
lod	1.10f	D2Glide.dll	3F7CB8F31	C:\projects\D2\head\Diablo2\Release\D2Glide.pdb
lod	1.10f	D2Lang.dll	3F8767962	C:\projects\D2\head\Diablo2\Release\D2Lang.pdb
lod	1.10f	D2Launch.dll	3F8A5F591	C:\projects\D2\head\Diablo2\Release\D2Launch.pdb
lod	1.10f	D2MCPClient.dll	3F8769252	C:\projects\D2\head\Diablo2\Release\D2MCPClient.pdb
lod	1.10f	D2Multi.dll	3F8A5F671	C:\projects\D2\head\Diablo2\Release\D2Multi.pdb
lod	1.10f	D2Net.dll	3F8768362	C:\projects\D2\head\Diablo2\Release\D2Net.pdb
lod	1.10f	D2Sound.dll	3F87692D2	C:\projects\D2\head\Diablo2\Release\D2Sound.pdb
lod	1.10f	D2Win.dll	3F87694A2	C:\projects\D2\head\Diablo2\Release\D2Win.pdb
lod	1.10f	D2gfx.dll	3F7CB7A21	C:\projects\D2\head\Diablo2\Release\D2gfx.pdb
lod	1.10f	Fog.dll	3F8A5C4F1	C:\projects\D2\head\Diablo2\Release\Fog.pdb
lod	1.10f	Storm.dll	3F3AAB3A2	C:\projects\D2\head\Diablo2\Release\Storm.pdb
lod	1.10s_Beta_2	Bnclient.dll	3F24B4D41	C:\Src\Diablo2\Release\Bnclient.pdb
lod	1.10s_Beta_2	D2CMP.dll	3F24B3761	C:\Src\Diablo2\Release\D2CMP.pdb
lod	1.10s_Beta_2	D2Client.dll	3F24B4A41	C:\Src\Diablo2\Release\D2Client.pdb
lod	1.10s_Beta_2	D2Common.dll	3F24B3AF1	C:\Src\Diablo2\Release\D2Common.pdb
lod	1.10s_Beta_2	D2DDraw.dll	3F24B4C11	C:\Src\Diablo2\Release\D2DDraw.pdb
lod	1.10s_Beta_2	D2Direct3D.dll	3F24B4C61	C:\Src\Diablo2\Release\D2Direct3D.pdb
lod	1.10s_Beta_2	D2Game.dll	3F24B40E1	C:\Src\Diablo2\Release\D2Game.pdb
lod	1.10s_Beta_2	D2Gdi.dll	3F24B4CA1	C:\Src\Diablo2\Release\D2Gdi.pdb
lod	1.10s_Beta_2	D2Glide.dll	3F24B4CE1	C:\Src\Diablo2\Release\D2Glide.pdb
lod	1.10s_Beta_2	D2Lang.dll	3F24B37B1	C:\Src\Diablo2\Release\D2Lang.pdb
lod	1.10s_Beta_2	D2Launch.dll	3F24B4DD1	C:\Src\Diablo2\Release\D2Launch.pdb
lod	1.10s_Beta_2	D2MCPClient.dll	3F24B41E1	C:\Src\Diablo2\Release\D2MCPClient.pdb
lod	1.10s_Beta_2	D2Multi.dll	3F24B4E21	C:\Src\Diablo2\Release\D2Multi.pdb
lod	1.10s_Beta_2	D2Net.dll	3F24B3BB1	C:\Src\Diablo2\Release\D2Net.pdb
lod	1.10s_Beta_2	D2Sound.dll	3F24B4221	C:\Src\Diablo2\Release\D2Sound.pdb
lod	1.10s_Beta_2	D2Win.dll	3F24B42D1	C:\Src\Diablo2\Release\D2Win.pdb
lod	1.10s_Beta_2	D2gfx.dll	3F24B41B1	C:\Src\Diablo2\Release\D2gfx.pdb
lod	1.10s_Beta_2	Fog.dll	3F24B36E1	C:\Src\Diablo2\Release\Fog.pdb
lod	1.10s_Beta_2	Storm.dll	3F24B3611	C:\Src\Diablo2\Release\Storm.pdb
